GEOID,NAME,medincE,medincM
47113001603,"Census Tract 16.03, Madison County, Tennessee",55658,6791
47113001900,"Census Tract 19, Madison County, Tennessee",56328,5757
47033961300,"Census Tract 9613, Crockett County, Tennessee",41667,7231
47033961100,"Census Tract 9611, Crockett County, Tennessee",36827,9053
47033961200,"Census Tract 9612, Crockett County, Tennessee",51932,10081
47033961400,"Census Tract 9614, Crockett County, Tennessee",52656,6893
47095960200,"Census Tract 9602, Lake County, Tennessee",38947,8247
47095960100,"Census Tract 9601, Lake County, Tennessee",29583,8908
47093002400,"Census Tract 24, Knox County, Tennessee",34429,5394
47093003300,"Census Tract 33, Knox County, Tennessee",90398,11514
47093004700,"Census Tract 47, Knox County, Tennessee",54677,2490
47093005100,"Census Tract 51, Knox County, Tennessee",88112,11631
47093005201,"Census Tract 52.01, Knox County, Tennessee",57331,6729
47093005803,"Census Tract 58.03, Knox County, Tennessee",85809,13708
47093006102,"Census Tract 61.02, Knox County, Tennessee",64979,10842
47093006203,"Census Tract 62.03, Knox County, Tennessee",62391,6149
47093001600,"Census Tract 16, Knox County, Tennessee",34492,8732
47093002200,"Census Tract 22, Knox County, Tennessee",44878,7782
47093002900,"Census Tract 29, Knox County, Tennessee",26063,2353
47093004500,"Census Tract 45, Knox County, Tennessee",54049,4851
47093004606,"Census Tract 46.06, Knox County, Tennessee",89298,8230
47093005202,"Census Tract 52.02, Knox County, Tennessee",47193,6262
47115050101,"Census Tract 501.01, Marion County, Tennessee",51140,11794
47115050102,"Census Tract 501.02, Marion County, Tennessee",50761,7156
47115050201,"Census Tract 502.01, Marion County, Tennessee",48856,9224
47115050202,"Census Tract 502.02, Marion County, Tennessee",50727,5916
47115050301,"Census Tract 503.01, Marion County, Tennessee",41128,5122
47115050302,"Census Tract 503.02, Marion County, Tennessee",55313,4282
47051960202,"Census Tract 9602.02, Franklin County, Tennessee",48000,5276
47119010500,"Census Tract 105, Maury County, Tennessee",37632,10520
47119010400,"Census Tract 104, Maury County, Tennessee",51905,6686
47119010700,"Census Tract 107, Maury County, Tennessee",38373,4497
47071920200,"Census Tract 9202, Hardin County, Tennessee",35871,5943
47071920600,"Census Tract 9206, Hardin County, Tennessee",43148,17734
47073050301,"Census Tract 503.01, Hawkins County, Tennessee",45553,7486
47073050302,"Census Tract 503.02, Hawkins County, Tennessee",38919,8644
47073050501,"Census Tract 505.01, Hawkins County, Tennessee",41803,3876
47073050601,"Census Tract 506.01, Hawkins County, Tennessee",36297,4536
47073050602,"Census Tract 506.02, Hawkins County, Tennessee",68023,8994
47073050502,"Census Tract 505.02, Hawkins County, Tennessee",44609,10646
47073050503,"Census Tract 505.03, Hawkins County, Tennessee",45815,10133
47075930100,"Census Tract 9301, Haywood County, Tennessee",51214,9918
47075930200,"Census Tract 9302, Haywood County, Tennessee",43977,14060
47075930301,"Census Tract 9303.01, Haywood County, Tennessee",39048,5290
47075930302,"Census Tract 9303.02, Haywood County, Tennessee",33309,7518
47075930400,"Census Tract 9304, Haywood County, Tennessee",33200,3145
47075930500,"Census Tract 9305, Haywood County, Tennessee",31750,12536
47093000901,"Census Tract 9.01, Knox County, Tennessee",NA,NA
47093003801,"Census Tract 38.01, Knox County, Tennessee",37333,5068
47093003802,"Census Tract 38.02, Knox County, Tennessee",60568,10287
47081950301,"Census Tract 9503.01, Hickman County, Tennessee",35040,10979
47081950302,"Census Tract 9503.02, Hickman County, Tennessee",40799,4134
47093000902,"Census Tract 9.02, Knox County, Tennessee",NA,NA
47093003901,"Census Tract 39.01, Knox County, Tennessee",40536,7086
47093003902,"Census Tract 39.02, Knox County, Tennessee",43443,4643
47051960201,"Census Tract 9602.01, Franklin County, Tennessee",67358,10235
47093004403,"Census Tract 44.03, Knox County, Tennessee",44215,5735
47093004404,"Census Tract 44.04, Knox County, Tennessee",59866,9696
47093004607,"Census Tract 46.07, Knox County, Tennessee",84255,19779
47093004608,"Census Tract 46.08, Knox County, Tennessee",63676,10543
47093004609,"Census Tract 46.09, Knox County, Tennessee",55510,9757
47093004610,"Census Tract 46.10, Knox County, Tennessee",45210,4361
47093004611,"Census Tract 46.11, Knox County, Tennessee",91635,11809
47093004613,"Census Tract 46.13, Knox County, Tennessee",76886,16902
47093004615,"Census Tract 46.15, Knox County, Tennessee",45547,10628
47093005301,"Census Tract 53.01, Knox County, Tennessee",52478,14531
47093005302,"Census Tract 53.02, Knox County, Tennessee",58148,15567
47093005401,"Census Tract 54.01, Knox County, Tennessee",52287,10008
47093004612,"Census Tract 46.12, Knox County, Tennessee",86944,18403
47093004614,"Census Tract 46.14, Knox County, Tennessee",55330,9781
47093005402,"Census Tract 54.02, Knox County, Tennessee",47434,7526
47093005501,"Census Tract 55.01, Knox County, Tennessee",51000,9467
47093005502,"Census Tract 55.02, Knox County, Tennessee",37971,3171
47093005603,"Census Tract 56.03, Knox County, Tennessee",71792,11688
47179061100,"Census Tract 611, Washington County, Tennessee",48975,9381
47183968400,"Census Tract 9684, Weakley County, Tennessee",44375,8263
47183968300,"Census Tract 9683, Weakley County, Tennessee",42762,2881
47183968700,"Census Tract 9687, Weakley County, Tennessee",33281,15982
47183968000,"Census Tract 9680, Weakley County, Tennessee",46579,16507
47183968500,"Census Tract 9685, Weakley County, Tennessee",38576,6441
47183968600,"Census Tract 9686, Weakley County, Tennessee",37386,6962
47005963000,"Census Tract 9630, Benton County, Tennessee",39977,5048
47149042300,"Census Tract 423, Rutherford County, Tennessee",63452,9476
47093001400,"Census Tract 14, Knox County, Tennessee",19787,2192
47093002100,"Census Tract 21, Knox County, Tennessee",31580,8476
47093003000,"Census Tract 30, Knox County, Tennessee",37037,10492
47093004100,"Census Tract 41, Knox County, Tennessee",46681,3395
47093004200,"Census Tract 42, Knox County, Tennessee",47546,7339
47093004800,"Census Tract 48, Knox County, Tennessee",55713,9246
47093004900,"Census Tract 49, Knox County, Tennessee",60123,17149
47093002000,"Census Tract 20, Knox County, Tennessee",26277,5714
47093002600,"Census Tract 26, Knox County, Tennessee",28322,6096
47093002800,"Census Tract 28, Knox County, Tennessee",27323,4969
47093003100,"Census Tract 31, Knox County, Tennessee",38654,5559
47093003400,"Census Tract 34, Knox County, Tennessee",53318,4580
47093005000,"Census Tract 50, Knox County, Tennessee",55444,6622
47093005701,"Census Tract 57.01, Knox County, Tennessee",103672,26708
47093006202,"Census Tract 62.02, Knox County, Tennessee",74766,6193
47093000800,"Census Tract 8, Knox County, Tennessee",26438,7411
47093001900,"Census Tract 19, Knox County, Tennessee",21136,5160
47093002300,"Census Tract 23, Knox County, Tennessee",31373,4324
47093003500,"Census Tract 35, Knox County, Tennessee",38971,14973
47093003200,"Census Tract 32, Knox County, Tennessee",29503,3991
47093004000,"Census Tract 40, Knox County, Tennessee",31927,3922
47093005704,"Census Tract 57.04, Knox County, Tennessee",66682,10783
47165021201,"Census Tract 212.01, Sumner County, Tennessee",111940,32432
47179061200,"Census Tract 612, Washington County, Tennessee",33718,9794
47165021203,"Census Tract 212.03, Sumner County, Tennessee",103873,9724
47181950200,"Census Tract 9502, Wayne County, Tennessee",44143,11763
47181950400,"Census Tract 9504, Wayne County, Tennessee",39583,8158
47091956400,"Census Tract 9564, Johnson County, Tennessee",32173,7354
47103975100,"Census Tract 9751, Lincoln County, Tennessee",50104,8827
47103975000,"Census Tract 9750, Lincoln County, Tennessee",49718,9055
47103975500,"Census Tract 9755, Lincoln County, Tennessee",44935,5683
47103975300,"Census Tract 9753, Lincoln County, Tennessee",42231,3644
47103975700,"Census Tract 9757, Lincoln County, Tennessee",60433,11781
47103975400,"Census Tract 9754, Lincoln County, Tennessee",45458,4141
47103975200,"Census Tract 9752, Lincoln County, Tennessee",67188,10554
47111970300,"Census Tract 9703, Macon County, Tennessee",30830,1485
47111970100,"Census Tract 9701, Macon County, Tennessee",34714,4558
47167040400,"Census Tract 404, Tipton County, Tennessee",45192,6405
47167040500,"Census Tract 405, Tipton County, Tennessee",59396,11311
47167040601,"Census Tract 406.01, Tipton County, Tennessee",48171,8334
47167040200,"Census Tract 402, Tipton County, Tennessee",50417,7029
47167040602,"Census Tract 406.02, Tipton County, Tennessee",51228,11064
47167040700,"Census Tract 407, Tipton County, Tennessee",30250,6316
47167040100,"Census Tract 401, Tipton County, Tennessee",57813,9943
47167041000,"Census Tract 410, Tipton County, Tennessee",49712,5617
47001020400,"Census Tract 204, Anderson County, Tennessee",38750,11933
47001020600,"Census Tract 206, Anderson County, Tennessee",69632,10012
47001020902,"Census Tract 209.02, Anderson County, Tennessee",53557,4000
47001020500,"Census Tract 205, Anderson County, Tennessee",41429,4673
47001021100,"Census Tract 211, Anderson County, Tennessee",70685,12042
47157006200,"Census Tract 62, Shelby County, Tennessee",31654,5514
47157007821,"Census Tract 78.21, Shelby County, Tennessee",23809,15119
47157008600,"Census Tract 86, Shelby County, Tennessee",105000,10642
47157008700,"Census Tract 87, Shelby County, Tennessee",44342,4804
47157010720,"Census Tract 107.20, Shelby County, Tennessee",28285,3371
47157020610,"Census Tract 206.10, Shelby County, Tennessee",34208,5083
47157020642,"Census Tract 206.42, Shelby County, Tennessee",97433,9202
47157020652,"Census Tract 206.52, Shelby County, Tennessee",71048,8170
47157020810,"Census Tract 208.10, Shelby County, Tennessee",83563,10198
47157021020,"Census Tract 210.20, Shelby County, Tennessee",91174,5117
47157021111,"Census Tract 211.11, Shelby County, Tennessee",45116,10803
47011010200,"Census Tract 102, Bradley County, Tennessee",44472,4650
47011010300,"Census Tract 103, Bradley County, Tennessee",43770,3699
47011011202,"Census Tract 112.02, Bradley County, Tennessee",63575,5293
47011010400,"Census Tract 104, Bradley County, Tennessee",20956,3133
47011010700,"Census Tract 107, Bradley County, Tennessee",35581,4621
47011011300,"Census Tract 113, Bradley County, Tennessee",54972,7681
47011010900,"Census Tract 109, Bradley County, Tennessee",46612,7968
47011011000,"Census Tract 110, Bradley County, Tennessee",51417,9524
47011011100,"Census Tract 111, Bradley County, Tennessee",64883,6976
47011010600,"Census Tract 106, Bradley County, Tennessee",52500,8790
47121960100,"Census Tract 9601, Meigs County, Tennessee",48861,5060
47121960200,"Census Tract 9602, Meigs County, Tennessee",42911,4327
47121960300,"Census Tract 9603, Meigs County, Tennessee",53882,6450
47063100500,"Census Tract 1005, Hamblen County, Tennessee",54851,7303
47063100900,"Census Tract 1009, Hamblen County, Tennessee",52994,6711
47063100100,"Census Tract 1001, Hamblen County, Tennessee",30423,5983
47063100200,"Census Tract 1002, Hamblen County, Tennessee",34209,7803
47063100700,"Census Tract 1007, Hamblen County, Tennessee",53233,9592
47063101000,"Census Tract 1010, Hamblen County, Tennessee",42326,8311
47063100400,"Census Tract 1004, Hamblen County, Tennessee",37831,5359
47063100300,"Census Tract 1003, Hamblen County, Tennessee",19498,2770
47063100800,"Census Tract 1008, Hamblen County, Tennessee",29722,5828
47157021140,"Census Tract 211.40, Shelby County, Tennessee",67664,12845
47157021141,"Census Tract 211.41, Shelby County, Tennessee",73632,9281
47119010201,"Census Tract 102.01, Maury County, Tennessee",75084,7655
47119010202,"Census Tract 102.02, Maury County, Tennessee",76538,11150
47119010301,"Census Tract 103.01, Maury County, Tennessee",76406,5911
47119010302,"Census Tract 103.02, Maury County, Tennessee",80658,14219
47119010801,"Census Tract 108.01, Maury County, Tennessee",58696,5225
47119010802,"Census Tract 108.02, Maury County, Tennessee",49667,5106
47009011102,"Census Tract 111.02, Blount County, Tennessee",72528,7604
47009010500,"Census Tract 105, Blount County, Tennessee",33600,5802
47009010200,"Census Tract 102, Blount County, Tennessee",51764,9158
47009011602,"Census Tract 116.02, Blount County, Tennessee",60048,8713
47009010600,"Census Tract 106, Blount County, Tennessee",40000,9373
47009010900,"Census Tract 109, Blount County, Tennessee",63239,14257
47025970900,"Census Tract 9709, Claiborne County, Tennessee",32066,6203
47077975500,"Census Tract 9755, Henderson County, Tennessee",36594,2411
47077975100,"Census Tract 9751, Henderson County, Tennessee",44398,5139
47077975200,"Census Tract 9752, Henderson County, Tennessee",55673,12839
47077975400,"Census Tract 9754, Henderson County, Tennessee",31119,6921
47077975300,"Census Tract 9753, Henderson County, Tennessee",50026,13493
47077975000,"Census Tract 9750, Henderson County, Tennessee",50983,3373
47125102004,"Census Tract 1020.04, Montgomery County, Tennessee",54679,8787
47125102005,"Census Tract 1020.05, Montgomery County, Tennessee",58093,6976
47125102006,"Census Tract 1020.06, Montgomery County, Tennessee",73446,6103
47125980100,"Census Tract 9801, Montgomery County, Tennessee",NA,NA
47127930100,"Census Tract 9301, Moore County, Tennessee",63861,7591
47127930200,"Census Tract 9302, Moore County, Tennessee",49432,15194
47133950301,"Census Tract 9503.01, Overton County, Tennessee",32072,3028
47133950302,"Census Tract 9503.02, Overton County, Tennessee",33947,5595
47135930100,"Census Tract 9301, Perry County, Tennessee",41492,8915
47135930200,"Census Tract 9302, Perry County, Tennessee",40750,8283
47137925100,"Census Tract 9251, Pickett County, Tennessee",39554,3640
47141000301,"Census Tract 3.01, Putnam County, Tennessee",55115,5932
47141000302,"Census Tract 3.02, Putnam County, Tennessee",26540,3984
47141000303,"Census Tract 3.03, Putnam County, Tennessee",31250,10957
47147080301,"Census Tract 803.01, Robertson County, Tennessee",49196,12779
47139950201,"Census Tract 9502.01, Polk County, Tennessee",51848,10476
47139950202,"Census Tract 9502.02, Polk County, Tennessee",44309,6898
47143975401,"Census Tract 9754.01, Rhea County, Tennessee",29958,7899
47143975402,"Census Tract 9754.02, Rhea County, Tennessee",57798,10174
47145980100,"Census Tract 9801, Roane County, Tennessee",NA,NA
47147080103,"Census Tract 801.03, Robertson County, Tennessee",77513,9531
47147080104,"Census Tract 801.04, Robertson County, Tennessee",64893,3716
47147080302,"Census Tract 803.02, Robertson County, Tennessee",32452,5572
47147080603,"Census Tract 806.03, Robertson County, Tennessee",67143,11923
47147080604,"Census Tract 806.04, Robertson County, Tennessee",79750,18956
47147080605,"Census Tract 806.05, Robertson County, Tennessee",60051,8747
47093005604,"Census Tract 56.04, Knox County, Tennessee",64526,8565
47111970400,"Census Tract 9704, Macon County, Tennessee",58859,16759
47111970200,"Census Tract 9702, Macon County, Tennessee",62907,9005
47187050404,"Census Tract 504.04, Williamson County, Tennessee",174922,18117
47187050405,"Census Tract 504.05, Williamson County, Tennessee",166750,25374
47187050406,"Census Tract 504.06, Williamson County, Tennessee",142147,10286
47187050503,"Census Tract 505.03, Williamson County, Tennessee",76524,12049
47187050504,"Census Tract 505.04, Williamson County, Tennessee",69052,7591
47187050601,"Census Tract 506.01, Williamson County, Tennessee",72143,18709
47187050602,"Census Tract 506.02, Williamson County, Tennessee",103846,17945
47187050701,"Census Tract 507.01, Williamson County, Tennessee",90052,7681
47187050702,"Census Tract 507.02, Williamson County, Tennessee",144943,17402
47187050904,"Census Tract 509.04, Williamson County, Tennessee",81058,11994
47187050905,"Census Tract 509.05, Williamson County, Tennessee",93323,8068
47187050906,"Census Tract 509.06, Williamson County, Tennessee",113690,9545
47187050907,"Census Tract 509.07, Williamson County, Tennessee",104157,10217
47187050908,"Census Tract 509.08, Williamson County, Tennessee",124615,22226
47187050909,"Census Tract 509.09, Williamson County, Tennessee",138125,21749
47187051001,"Census Tract 510.01, Williamson County, Tennessee",158833,14671
47187051002,"Census Tract 510.02, Williamson County, Tennessee",130422,10704
47187051100,"Census Tract 511.00, Williamson County, Tennessee",123320,18496
47187051201,"Census Tract 512.01, Williamson County, Tennessee",96568,9195
47187051202,"Census Tract 512.02, Williamson County, Tennessee",101243,5825
47189030203,"Census Tract 302.03, Wilson County, Tennessee",96411,13360
47189030204,"Census Tract 302.04, Wilson County, Tennessee",81136,17705
47189030308,"Census Tract 303.08, Wilson County, Tennessee",105435,8241
47189030309,"Census Tract 303.09, Wilson County, Tennessee",89083,10196
47189030401,"Census Tract 304.01, Wilson County, Tennessee",50827,3996
47189030402,"Census Tract 304.02, Wilson County, Tennessee",45854,7480
47189030903,"Census Tract 309.03, Wilson County, Tennessee",89622,8171
47189030904,"Census Tract 309.04, Wilson County, Tennessee",79306,14470
47173040300,"Census Tract 403, Union County, Tennessee",47955,11359
47173040201,"Census Tract 402.01, Union County, Tennessee",46813,6781
47173040202,"Census Tract 402.02, Union County, Tennessee",49883,12036
47173040100,"Census Tract 401, Union County, Tennessee",38630,4549
47157021122,"Census Tract 211.22, Shelby County, Tennessee",51017,11101
47157021744,"Census Tract 217.44, Shelby County, Tennessee",62827,5390
47157021320,"Census Tract 213.20, Shelby County, Tennessee",69511,16294
47157021510,"Census Tract 215.10, Shelby County, Tennessee",66365,6101
47157001200,"Census Tract 12, Shelby County, Tennessee",41750,7013
47157002000,"Census Tract 20, Shelby County, Tennessee",26823,7351
47157002700,"Census Tract 27, Shelby County, Tennessee",45430,10191
47157003400,"Census Tract 34, Shelby County, Tennessee",43964,6674
47157003500,"Census Tract 35, Shelby County, Tennessee",59688,17498
47157003600,"Census Tract 36, Shelby County, Tennessee",28821,6430
47157010710,"Census Tract 107.10, Shelby County, Tennessee",42159,4917
47157011010,"Census Tract 110.10, Shelby County, Tennessee",41905,7963
47157020221,"Census Tract 202.21, Shelby County, Tennessee",51341,9729
47157020651,"Census Tract 206.51, Shelby County, Tennessee",62622,7665
47157021121,"Census Tract 211.21, Shelby County, Tennessee",43112,5387
47157021136,"Census Tract 211.36, Shelby County, Tennessee",99214,12210
47157022210,"Census Tract 222.10, Shelby County, Tennessee",36719,7687
47157021540,"Census Tract 215.40, Shelby County, Tennessee",145934,15136
47157021620,"Census Tract 216.20, Shelby County, Tennessee",52277,12725
47001021202,"Census Tract 212.02, Anderson County, Tennessee",33211,6029
47001020100,"Census Tract 201, Anderson County, Tennessee",38255,4871
47037018405,"Census Tract 184.05, Davidson County, Tennessee",98869,16363
47037018407,"Census Tract 184.07, Davidson County, Tennessee",105917,6143
47037018601,"Census Tract 186.01, Davidson County, Tennessee",190375,24233
47037019108,"Census Tract 191.08, Davidson County, Tennessee",35430,6770
47037018201,"Census Tract 182.01, Davidson County, Tennessee",106413,9563
47037018202,"Census Tract 182.02, Davidson County, Tennessee",57500,10033
47037018902,"Census Tract 189.02, Davidson County, Tennessee",65365,9359
47037019110,"Census Tract 191.10, Davidson County, Tennessee",58024,7439
47037010701,"Census Tract 107.01, Davidson County, Tennessee",43255,6813
47037015300,"Census Tract 153, Davidson County, Tennessee",68532,9147
47037010903,"Census Tract 109.03, Davidson County, Tennessee",39473,7029
47037013900,"Census Tract 139, Davidson County, Tennessee",29643,6448
47037018901,"Census Tract 189.01, Davidson County, Tennessee",53224,13012
47037017800,"Census Tract 178, Davidson County, Tennessee",85189,19111
47037015900,"Census Tract 159, Davidson County, Tennessee",18520,4816
47037013300,"Census Tract 133, Davidson County, Tennessee",69006,18581
47037017200,"Census Tract 172, Davidson County, Tennessee",53148,12028
47037018408,"Census Tract 184.08, Davidson County, Tennessee",118214,13199
47087960400,"Census Tract 9604, Jackson County, Tennessee",29519,5723
47087960200,"Census Tract 9602, Jackson County, Tennessee",34286,9233
47087960100,"Census Tract 9601, Jackson County, Tennessee",43986,8468
47087960300,"Census Tract 9603, Jackson County, Tennessee",38306,6928
47149040702,"Census Tract 407.02, Rutherford County, Tennessee",71173,12443
47149040805,"Census Tract 408.05, Rutherford County, Tennessee",86268,4948
47069950600,"Census Tract 9506, Hardeman County, Tennessee",34388,4339
47069950300,"Census Tract 9503, Hardeman County, Tennessee",39028,6983
47105060400,"Census Tract 604, Loudon County, Tennessee",64521,6568
47105060700,"Census Tract 607, Loudon County, Tennessee",54495,8612
47105060100,"Census Tract 601, Loudon County, Tennessee",50500,12098
47105060600,"Census Tract 606, Loudon County, Tennessee",52005,9130
47139950300,"Census Tract 9503, Polk County, Tennessee",44191,6211
47139950400,"Census Tract 9504, Polk County, Tennessee",38624,5717
47139950100,"Census Tract 9501, Polk County, Tennessee",32316,6610
47149041500,"Census Tract 415, Rutherford County, Tennessee",NA,NA
47149041900,"Census Tract 419, Rutherford County, Tennessee",31615,9062
47149041800,"Census Tract 418, Rutherford County, Tennessee",42665,5806
47149040302,"Census Tract 403.02, Rutherford County, Tennessee",71304,4547
47149040403,"Census Tract 404.03, Rutherford County, Tennessee",47824,6175
47149041700,"Census Tract 417, Rutherford County, Tennessee",50121,6773
47149041000,"Census Tract 410, Rutherford County, Tennessee",81133,13265
47149042100,"Census Tract 421, Rutherford County, Tennessee",35381,2376
47149042000,"Census Tract 420, Rutherford County, Tennessee",54627,7843
47149040200,"Census Tract 402, Rutherford County, Tennessee",68300,10939
47149041600,"Census Tract 416, Rutherford County, Tennessee",38573,5968
47157021142,"Census Tract 211.42, Shelby County, Tennessee",63333,11275
47147080606,"Census Tract 806.06, Robertson County, Tennessee",56037,11986
47149040101,"Census Tract 401.01, Rutherford County, Tennessee",61326,13118
47149040103,"Census Tract 401.03, Rutherford County, Tennessee",64163,10605
47149040104,"Census Tract 401.04, Rutherford County, Tennessee",51852,9915
47149040105,"Census Tract 401.05, Rutherford County, Tennessee",63962,5919
47157002800,"Census Tract 28, Shelby County, Tennessee",17142,5089
47157004300,"Census Tract 43, Shelby County, Tennessee",91875,9497
47157005800,"Census Tract 58, Shelby County, Tennessee",19167,5114
47157006800,"Census Tract 68, Shelby County, Tennessee",23952,2898
47157007400,"Census Tract 74, Shelby County, Tennessee",32207,8652
47157007900,"Census Tract 79, Shelby County, Tennessee",25588,8370
47055920300,"Census Tract 9203, Giles County, Tennessee",55919,7193
47149040806,"Census Tract 408.06, Rutherford County, Tennessee",85152,13292
47149040807,"Census Tract 408.07, Rutherford County, Tennessee",91462,9986
47149040808,"Census Tract 408.08, Rutherford County, Tennessee",104063,13616
47149040809,"Census Tract 408.09, Rutherford County, Tennessee",72206,9354
47149040810,"Census Tract 408.10, Rutherford County, Tennessee",70455,14086
47149040901,"Census Tract 409.01, Rutherford County, Tennessee",62214,5193
47149040902,"Census Tract 409.02, Rutherford County, Tennessee",81700,5466
47149040903,"Census Tract 409.03, Rutherford County, Tennessee",67843,3426
47149040904,"Census Tract 409.04, Rutherford County, Tennessee",79955,6133
47149040905,"Census Tract 409.05, Rutherford County, Tennessee",82957,6064
47149041101,"Census Tract 411.01, Rutherford County, Tennessee",89646,11872
47149041102,"Census Tract 411.02, Rutherford County, Tennessee",51857,14694
47149041201,"Census Tract 412.01, Rutherford County, Tennessee",91569,9269
47149041202,"Census Tract 412.02, Rutherford County, Tennessee",85547,13924
47149041301,"Census Tract 413.01, Rutherford County, Tennessee",109313,18951
47149041302,"Census Tract 413.02, Rutherford County, Tennessee",76000,6392
47149041401,"Census Tract 414.01, Rutherford County, Tennessee",71953,19188
47149041402,"Census Tract 414.02, Rutherford County, Tennessee",41414,6015
47149041403,"Census Tract 414.03, Rutherford County, Tennessee",51050,7100
47149042200,"Census Tract 422, Rutherford County, Tennessee",62901,8379
47053967400,"Census Tract 9674, Gibson County, Tennessee",47264,4867
47053980100,"Census Tract 9801, Gibson County, Tennessee",NA,NA
47055920100,"Census Tract 9201, Giles County, Tennessee",52125,10712
47055920200,"Census Tract 9202, Giles County, Tennessee",44427,8955
47055920400,"Census Tract 9204, Giles County, Tennessee",38400,7618
47055920500,"Census Tract 9205, Giles County, Tennessee",46213,8449
47055920600,"Census Tract 9206, Giles County, Tennessee",50402,7569
47055920700,"Census Tract 9207, Giles County, Tennessee",50156,9878
47055920800,"Census Tract 9208, Giles County, Tennessee",52976,7801
47037018803,"Census Tract 188.03, Davidson County, Tennessee",82849,9685
47037018804,"Census Tract 188.04, Davidson County, Tennessee",124470,11011
47037018904,"Census Tract 189.04, Davidson County, Tennessee",61250,7259
47037018905,"Census Tract 189.05, Davidson County, Tennessee",64537,15156
47037019005,"Census Tract 190.05, Davidson County, Tennessee",30625,10995
47037019006,"Census Tract 190.06, Davidson County, Tennessee",47866,5916
47037019115,"Census Tract 191.15, Davidson County, Tennessee",116641,21253
47037019116,"Census Tract 191.16, Davidson County, Tennessee",78264,11677
47037019117,"Census Tract 191.17, Davidson County, Tennessee",83045,11572
47037019118,"Census Tract 191.18, Davidson County, Tennessee",56005,4868
47037019200,"Census Tract 192, Davidson County, Tennessee",54837,14208
47037019300,"Census Tract 193, Davidson County, Tennessee",14277,1617
47037019400,"Census Tract 194, Davidson County, Tennessee",81286,11849
47037019500,"Census Tract 195, Davidson County, Tennessee",75446,4917
47037019600,"Census Tract 196, Davidson County, Tennessee",59072,5326
47037980100,"Census Tract 9801, Davidson County, Tennessee",NA,NA
47037980200,"Census Tract 9802, Davidson County, Tennessee",NA,NA
47039955001,"Census Tract 9550.01, Decatur County, Tennessee",41136,13767
47039955002,"Census Tract 9550.02, Decatur County, Tennessee",32861,9438
47039955101,"Census Tract 9551.01, Decatur County, Tennessee",42000,7017
47149040308,"Census Tract 403.08, Rutherford County, Tennessee",60192,6426
47149040501,"Census Tract 405.01, Rutherford County, Tennessee",84349,7614
47149040502,"Census Tract 405.02, Rutherford County, Tennessee",78469,5437
47149040701,"Census Tract 407.01, Rutherford County, Tennessee",75132,5369
47119011001,"Census Tract 110.01, Maury County, Tennessee",53722,8060
47119011002,"Census Tract 110.02, Maury County, Tennessee",45053,6197
47119011101,"Census Tract 111.01, Maury County, Tennessee",71340,8880
47119011102,"Census Tract 111.02, Maury County, Tennessee",73750,15724
47123925000,"Census Tract 9250, Monroe County, Tennessee",52673,7771
47123925100,"Census Tract 9251, Monroe County, Tennessee",44113,6148
47123925200,"Census Tract 9252, Monroe County, Tennessee",41694,7810
47123925300,"Census Tract 9253, Monroe County, Tennessee",33340,4431
47123925400,"Census Tract 9254, Monroe County, Tennessee",47991,14555
47123925501,"Census Tract 9255.01, Monroe County, Tennessee",33654,7402
47093005706,"Census Tract 57.06, Knox County, Tennessee",82159,17055
47093005707,"Census Tract 57.07, Knox County, Tennessee",99500,18917
47181950300,"Census Tract 9503, Wayne County, Tennessee",36908,5824
47181950100,"Census Tract 9501, Wayne County, Tennessee",45375,6002
47059090800,"Census Tract 908, Greene County, Tennessee",47620,7646
47059090400,"Census Tract 904, Greene County, Tennessee",42529,3464
47059091400,"Census Tract 914, Greene County, Tennessee",44583,8015
47059090300,"Census Tract 903, Greene County, Tennessee",43600,4302
47059090600,"Census Tract 906, Greene County, Tennessee",47066,9778
47059090900,"Census Tract 909, Greene County, Tennessee",51591,5974
47059091200,"Census Tract 912, Greene County, Tennessee",43953,11119
47059091300,"Census Tract 913, Greene County, Tennessee",41510,6540
47059091100,"Census Tract 911, Greene County, Tennessee",52031,9150
47059090200,"Census Tract 902, Greene County, Tennessee",46645,8707
47059090700,"Census Tract 907, Greene County, Tennessee",42701,4312
47165021004,"Census Tract 210.04, Sumner County, Tennessee",64040,8758
47165021005,"Census Tract 210.05, Sumner County, Tennessee",83563,14827
47165021006,"Census Tract 210.06, Sumner County, Tennessee",103000,15019
47165021007,"Census Tract 210.07, Sumner County, Tennessee",126386,9916
47165021008,"Census Tract 210.08, Sumner County, Tennessee",107422,14504
47165021009,"Census Tract 210.09, Sumner County, Tennessee",65065,11432
47165021104,"Census Tract 211.04, Sumner County, Tennessee",58716,7855
47165021105,"Census Tract 211.05, Sumner County, Tennessee",58307,8791
47165021106,"Census Tract 211.06, Sumner County, Tennessee",52083,9846
47165021107,"Census Tract 211.07, Sumner County, Tennessee",62100,4430
47165021204,"Census Tract 212.04, Sumner County, Tennessee",67261,12828
47165021205,"Census Tract 212.05, Sumner County, Tennessee",88784,9284
47175925000,"Census Tract 9250, Van Buren County, Tennessee",41473,17158
47175925200,"Census Tract 9252, Van Buren County, Tennessee",43750,8266
47177930100,"Census Tract 9301, Warren County, Tennessee",40613,5961
47177930300,"Census Tract 9303, Warren County, Tennessee",51597,11273
47177930400,"Census Tract 9304, Warren County, Tennessee",35754,3986
